Global_active_power,Global_reactive_power,Voltage,Global_intensity,day,month,year,hour,minute,Total Reading
0.276,0.194,244.4,1.4,30,6,2009,1,16,0.0
3.372,0.058,240.18,14.0,2,2,2009,20,19,17.0
1.106,0.186,240.65,4.6,14,9,2010,13,12,12.0
1.958,0.544,239.82,8.4,28,3,2010,21,20,4.0
0.314,0.08,235.86,1.4,6,3,2007,3,44,0.0
1.988,0.086,237.83,8.2,16,5,2009,9,6,20.0
1.526,0.068,237.48,6.4,1,10,2008,13,3,17.0
2.244,0.426,239.49,9.8,18,1,2009,11,43,5.0
0.342,0.0,238.31,1.8,30,7,2008,16,24,0.0
2.27,0.164,238.9,9.4,18,7,2008,21,54,20.0
2.468,0.0,241.48,10.2,12,3,2009,20,45,19.0
1.32,0.0,241.49,5.4,23,10,2008,9,45,19.0
0.364,0.104,242.4,1.4,14,11,2010,8,58,1.0
1.526,0.122,238.42,6.4,21,4,2009,11,50,18.0
0.804,0.26,243.09,3.6,18,6,2010,23,28,10.0
1.392,0.0,240.54,5.8,31,10,2009,16,27,18.0
0.264,0.06,242.59,1.2,28,7,2008,14,56,1.0
0.452,0.294,237.15,2.2,6,1,2007,0,17,1.0
3.978,0.068,240.24,16.4,4,8,2008,7,58,57.0
0.462,0.242,242.26,2.2,29,11,2009,23,6,2.0
1.764,0.118,238.76,7.4,12,3,2007,21,5,0.0
1.23,0.054,241.44,5.0,18,9,2010,17,49,19.0
3.864,0.48,238.77,17.0,14,5,2009,20,33,29.0
1.752,0.064,243.1,7.2,1,6,2009,10,45,18.0
0.486,0.056,242.24,2.2,28,4,2009,0,36,0.0
1.424,0.198,239.49,6.0,15,7,2009,8,11,19.0
0.138,0.048,240.5,0.6,19,9,2010,6,50,1.0
0.206,0.092,239.88,1.0,18,9,2007,5,17,1.0
1.268,0.0,238.69,5.2,24,2,2009,13,35,18.0
1.312,0.0,241.06,5.4,5,12,2009,21,5,0.0
4.978,0.128,244.75,20.4,24,12,2009,18,2,53.0
0.354,0.078,242.57,1.4,5,10,2010,0,6,0.0
1.0,0.178,238.35,4.4,6,12,2007,22,13,0.0
1.496,0.0,233.71,6.4,20,2,2009,11,31,17.0
1.002,0.312,240.19,4.4,14,7,2010,6,57,13.0
1.474,0.086,240.29,6.2,4,10,2010,8,18,18.0
0.256,0.098,236.12,1.2,6,4,2008,3,48,2.0
1.376,0.0,240.35,5.6,13,3,2008,9,47,18.0
2.622,0.12,241.75,10.8,11,5,2010,7,29,20.0
0.158,0.0,239.93,0.6,30,7,2010,20,19,0.0
2.55,0.254,245.95,10.4,26,12,2006,3,7,0.0
0.154,0.124,240.95,0.8,29,8,2008,16,42,0.0
0.214,0.096,233.29,1.0,19,7,2007,11,30,0.0
1.104,0.0,231.48,4.6,8,10,2007,14,8,18.0
0.47,0.052,241.39,2.0,5,5,2009,18,5,0.0
0.316,0.22,243.41,1.6,9,12,2010,8,25,2.0
0.262,0.1,239.26,1.2,15,9,2007,11,59,1.0
1.378,0.0,240.21,5.6,15,2,2010,8,51,18.0
0.272,0.0,245.42,1.2,3,4,2010,14,3,1.0
0.578,0.196,245.35,2.4,1,4,2009,7,35,0.0
1.334,0.0,240.7,5.4,19,2,2008,14,5,18.0
1.476,0.232,240.49,6.2,29,1,2007,12,43,18.0
0.316,0.1,240.67,1.4,4,10,2008,17,58,1.0
3.688,0.244,239.07,15.4,17,3,2009,20,59,34.0
0.39,0.09,243.54,1.6,4,6,2008,16,2,2.0
2.288,0.05,238.12,9.6,3,6,2008,8,9,17.0
3.468,0.532,234.02,15.4,22,2,2010,20,15,17.0
0.45,0.13,241.96,2.0,31,12,2007,8,50,0.0
0.282,0.0,243.93,1.2,4,7,2010,1,20,1.0
0.226,0.0,245.87,1.0,27,11,2007,1,49,0.0
0.784,0.224,241.19,3.4,6,6,2008,19,42,0.0
0.31,0.072,245.39,1.2,13,3,2008,22,56,1.0
1.692,0.0,239.21,7.0,12,9,2007,11,17,20.0
0.228,0.0,245.7,1.0,12,11,2008,14,31,0.0
0.228,0.0,243.26,1.0,13,12,2007,6,21,0.0
0.92,0.09,238.55,3.8,17,10,2010,22,2,1.0
0.08,0.0,240.45,0.2,31,8,2008,11,24,0.0
0.334,0.11,245.72,1.4,24,2,2009,5,55,0.0
0.336,0.062,249.54,1.4,11,1,2010,4,54,0.0
0.294,0.072,240.8,1.2,31,10,2009,3,47,0.0
0.506,0.088,240.55,2.2,9,7,2008,12,0,1.0
3.688,0.106,235.97,15.6,10,7,2007,12,13,56.0
1.396,0.144,241.68,5.8,26,2,2009,8,10,18.0
0.384,0.136,246.04,1.6,1,3,2008,1,28,0.0
0.306,0.102,243.51,1.2,16,11,2009,12,1,3.0
1.074,0.132,243.26,4.4,7,8,2009,21,50,2.0
1.348,0.0,240.6,5.6,10,9,2009,13,10,18.0
1.314,0.0,239.4,5.4,5,12,2008,18,9,18.0
0.33,0.22,240.52,1.6,13,8,2010,21,17,0.0
1.254,0.21,241.11,5.2,10,9,2009,18,20,1.0
0.188,0.0,240.01,0.8,22,9,2007,1,22,1.0
0.352,0.0,244.97,1.4,22,6,2009,22,32,1.0
1.494,0.276,240.54,6.2,1,2,2009,21,14,0.0
0.124,0.0,235.64,0.6,25,7,2007,12,45,0.0
0.208,0.088,242.69,0.8,9,12,2009,3,24,1.0
1.378,0.05,245.36,5.6,2,11,2010,12,0,19.0
1.35,0.054,238.8,5.6,28,4,2009,10,44,18.0
0.294,0.092,240.74,1.2,10,9,2009,6,18,0.0
2.544,0.31,237.48,10.8,15,2,2010,19,58,18.0
0.924,0.132,240.51,3.8,17,9,2009,20,54,2.0
0.368,0.13,246.13,1.6,30,10,2010,7,10,1.0
1.506,0.192,240.46,6.2,19,12,2009,10,2,19.0
0.168,0.0,241.18,0.8,17,7,2010,8,13,0.0
0.328,0.204,241.85,1.6,30,6,2010,0,52,1.0
1.948,0.0,243.61,8.0,31,12,2008,8,9,18.0
0.444,0.106,242.05,2.2,15,7,2007,19,42,0.0
0.588,0.198,241.03,2.8,15,11,2007,15,38,0.0
0.414,0.11,242.12,1.8,27,4,2008,13,17,1.0
0.212,0.0,239.23,0.8,27,2,2008,1,45,0.0
0.214,0.068,241.15,0.8,24,9,2010,1,37,2.0
0.19,0.112,239.52,1.0,19,8,2007,10,55,0.0
0.316,0.224,244.05,1.6,13,8,2010,8,5,2.0
0.356,0.102,239.82,1.6,5,7,2009,13,18,1.0
2.086,0.0,242.35,9.0,16,3,2010,8,26,19.0
3.058,0.196,240.61,12.6,24,10,2009,22,22,18.0
1.306,0.16,238.25,5.4,10,2,2009,10,56,18.0
0.182,0.154,241.83,1.0,8,11,2008,14,15,1.0
3.372,0.07,237.96,14.2,29,12,2007,8,36,0.0
0.676,0.108,240.01,2.8,24,3,2010,17,0,0.0
0.97,0.262,238.5,4.2,24,8,2009,0,51,13.0
0.25,0.0,247.18,1.0,26,12,2009,5,33,1.0
0.99,0.0,241.02,4.2,22,4,2007,22,46,0.0
0.78,0.162,245.34,3.2,11,7,2007,22,51,0.0
1.456,0.046,248.18,5.8,2,12,2010,15,22,20.0
1.428,0.074,237.26,6.0,13,5,2009,11,21,18.0
1.422,0.092,244.22,5.8,18,2,2010,12,51,20.0
0.196,0.126,236.58,1.0,8,2,2007,21,36,0.0
1.904,0.202,244.7,8.2,28,12,2009,16,27,24.0
1.344,0.234,239.87,5.6,29,8,2007,4,52,19.0
0.226,0.08,244.02,1.0,24,6,2009,20,38,1.0
0.21,0.136,241.93,1.0,17,8,2007,18,5,0.0
1.334,0.06,237.71,5.6,20,2,2007,21,48,3.0
0.252,0.0,248.04,1.0,11,9,2009,2,58,1.0
0.61,0.102,242.53,2.4,10,1,2009,18,29,1.0
2.722,0.16,240.95,11.4,15,11,2008,22,24,18.0
1.268,0.0,239.0,5.2,27,10,2009,12,4,18.0
1.458,0.0,241.15,6.0,17,4,2008,8,11,18.0
1.992,0.206,240.66,8.2,7,3,2007,7,35,20.0
1.658,0.106,239.23,6.8,15,3,2009,1,12,18.0
0.186,0.166,241.24,1.0,14,8,2008,21,50,1.0
0.252,0.0,248.15,1.2,2,8,2009,4,58,0.0
1.578,0.0,238.22,6.6,14,12,2008,9,55,19.0
0.194,0.0,242.49,0.8,16,7,2008,16,39,1.0
2.778,0.142,239.84,11.6,24,10,2009,23,38,18.0
2.792,0.214,236.99,11.8,12,5,2007,19,10,0.0
0.326,0.266,239.38,1.6,8,10,2009,16,15,1.0
1.672,0.0,242.99,6.8,31,12,2009,10,25,19.0
2.504,0.15,240.85,10.4,9,12,2010,2,49,20.0
0.606,0.3,234.69,3.0,17,7,2007,19,19,2.0
0.218,0.108,240.85,1.0,9,8,2009,1,26,1.0
0.372,0.332,238.12,2.0,27,6,2008,13,50,2.0
1.348,0.216,239.55,5.6,24,5,2008,15,43,21.0
3.094,0.26,240.77,13.0,21,3,2008,16,52,46.0
0.302,0.094,247.89,1.2,2,1,2010,3,41,1.0
0.414,0.046,246.3,2.0,31,1,2008,10,47,0.0
1.346,0.096,238.03,5.6,6,3,2009,9,59,18.0
1.418,0.056,241.54,5.8,13,11,2008,8,13,19.0
0.224,0.06,242.34,1.0,17,9,2010,5,42,1.0
1.006,0.302,240.28,4.4,18,2,2007,22,18,1.0
0.2,0.124,235.84,1.0,8,12,2007,8,3,0.0
1.352,0.0,241.34,5.6,1,2,2008,12,53,18.0
0.296,0.0,249.18,1.2,12,3,2009,16,6,1.0
2.228,0.06,236.63,9.4,15,3,2008,19,38,0.0
0.304,0.0,245.93,1.4,12,1,2008,1,59,0.0
0.324,0.0,239.57,1.4,18,4,2010,6,9,1.0
0.354,0.216,235.38,1.6,6,4,2007,12,38,2.0
1.564,0.216,239.2,6.6,17,4,2007,21,18,0.0
4.702,0.134,234.83,20.0,9,10,2007,20,18,54.0
2.076,0.112,240.06,8.6,10,1,2008,7,35,19.0
0.584,0.0,242.43,2.4,22,6,2010,21,11,1.0
0.228,0.106,241.38,1.0,28,5,2008,12,2,1.0
0.304,0.0,237.2,1.4,28,9,2007,14,14,1.0
0.48,0.242,240.11,2.4,28,6,2009,8,51,1.0
1.738,0.202,242.61,7.2,2,1,2008,15,59,18.0
0.172,0.0,243.03,1.0,7,9,2008,6,8,1.0
0.79,0.19,243.81,3.2,18,5,2010,15,44,1.0
1.47,0.062,242.82,6.0,30,12,2008,18,58,18.0
1.838,0.048,240.64,7.6,19,3,2010,22,11,0.0
1.564,0.048,232.82,6.6,5,4,2010,10,31,17.0
1.46,0.048,240.21,6.0,15,1,2008,10,16,17.0
1.278,0.058,237.35,5.4,3,8,2007,9,10,17.0
0.374,0.158,241.79,2.0,25,8,2009,23,30,2.0
0.192,0.0,241.54,0.8,7,1,2009,0,50,1.0
0.57,0.154,241.05,2.4,14,3,2010,11,41,2.0
1.766,0.11,243.06,7.2,1,3,2009,8,43,1.0
0.238,0.0,244.43,1.0,20,2,2008,12,44,0.0
1.388,0.074,238.19,5.8,24,8,2007,8,52,19.0
0.242,0.0,241.82,1.0,24,4,2010,10,25,1.0
0.226,0.0,247.87,1.0,30,11,2007,23,41,0.0
1.252,0.186,231.7,5.4,8,7,2007,12,29,17.0
0.47,0.198,243.41,2.2,27,3,2009,4,5,1.0
1.352,0.0,242.3,5.6,4,6,2009,10,39,18.0
0.196,0.0,242.79,0.8,7,9,2009,18,20,1.0
0.608,0.0,240.94,2.4,10,12,2008,7,39,0.0
0.29,0.076,241.99,1.2,3,2,2008,7,9,0.0
1.544,0.188,240.96,6.4,22,4,2010,13,12,20.0
0.236,0.098,242.33,1.0,6,8,2008,5,32,0.0
0.49,0.07,241.08,2.0,27,9,2009,18,33,1.0
4.594,0.0,240.53,19.0,3,12,2007,7,2,17.0
4.484,0.342,237.81,18.8,10,3,2009,17,15,56.0
1.554,0.09,246.32,6.4,2,3,2009,14,34,19.0
1.218,0.0,237.8,5.0,23,6,2008,20,44,18.0
2.638,0.216,236.82,11.2,13,9,2009,15,50,38.0
0.138,0.0,242.32,0.6,30,6,2008,7,6,1.0
0.448,0.21,246.06,2.0,4,5,2009,16,6,0.0
0.374,0.092,243.71,1.6,22,11,2009,2,19,1.0
1.492,0.084,237.92,6.2,31,1,2010,17,38,18.0
2.31,0.25,241.63,9.8,3,3,2008,18,5,27.0
0.294,0.12,241.58,1.2,18,8,2009,18,44,3.0
3.134,0.058,241.6,13.0,2,8,2008,23,29,19.0
1.994,0.094,245.41,8.0,18,1,2009,13,49,19.0
0.334,0.174,234.92,1.6,6,7,2007,1,42,0.0
1.5,0.07,240.14,6.2,11,7,2008,11,47,18.0
0.326,0.148,246.83,1.4,20,12,2006,0,52,0.0
0.36,0.0,241.78,1.6,23,3,2007,23,17,1.0
0.536,0.186,239.6,2.8,7,11,2008,16,14,5.0
1.086,0.176,242.47,4.6,27,1,2008,23,0,0.0
0.134,0.0,242.23,0.6,29,8,2007,6,16,0.0
1.976,0.248,241.4,8.2,22,10,2008,6,43,20.0
0.39,0.268,246.73,1.8,22,12,2006,3,34,1.0
1.312,0.08,240.36,5.4,18,9,2008,15,18,18.0
0.414,0.226,243.06,1.8,4,1,2010,15,7,0.0
0.376,0.178,239.63,1.6,22,2,2009,12,46,0.0
1.344,0.0,241.96,5.4,4,7,2010,2,38,18.0
1.15,0.0,235.58,5.0,5,2,2007,22,22,0.0
1.256,0.056,247.24,5.0,11,1,2010,0,42,0.0
2.574,0.102,247.26,10.4,19,12,2009,5,45,19.0
0.39,0.296,241.22,2.0,30,5,2009,21,27,4.0
1.282,0.094,240.59,5.2,7,12,2007,17,51,19.0
0.34,0.088,244.07,1.4,20,1,2010,5,41,0.0
3.61,0.05,233.82,16.0,23,9,2007,21,5,41.0
1.508,0.096,237.77,6.4,13,2,2009,21,20,0.0
1.328,0.06,239.92,5.4,3,6,2008,17,50,0.0
1.6,0.192,240.48,6.6,14,3,2008,17,41,21.0
2.322,0.056,236.24,9.8,31,3,2010,21,56,18.0
0.89,0.184,239.08,3.8,9,8,2008,14,13,12.0
0.194,0.0,239.81,0.8,21,7,2008,3,45,1.0
0.742,0.158,240.66,3.0,23,8,2007,18,57,0.0
1.462,0.0,238.26,6.0,27,9,2009,13,57,18.0
0.138,0.0,242.37,0.6,25,9,2009,5,5,1.0
1.542,0.202,238.11,6.4,22,12,2007,18,8,0.0
2.358,0.058,241.13,9.6,16,12,2006,23,43,0.0
0.554,0.212,243.06,2.6,12,6,2007,2,16,2.0
0.56,0.278,241.68,2.6,1,2,2007,13,7,1.0
0.408,0.0,241.04,1.6,31,5,2010,16,44,5.0
0.916,0.25,239.31,4.0,8,11,2009,7,11,12.0
0.364,0.096,243.59,1.6,3,2,2009,1,13,0.0
1.288,0.0,240.04,5.2,19,1,2009,9,3,18.0
0.242,0.0,244.37,1.0,29,4,2010,16,11,0.0
0.376,0.092,241.66,1.6,30,12,2009,7,59,0.0
0.756,0.338,239.18,3.4,15,3,2008,12,26,0.0
1.046,0.29,241.57,4.4,28,6,2010,21,0,2.0
0.338,0.178,248.85,1.6,21,12,2009,2,23,0.0
0.276,0.096,243.6,1.2,18,12,2006,1,53,0.0
0.294,0.066,241.87,1.2,4,3,2008,3,43,0.0
0.58,0.0,240.17,2.4,24,3,2010,16,54,0.0
0.236,0.134,242.71,1.0,9,7,2007,16,6,0.0
1.644,0.264,235.76,7.0,11,6,2007,18,50,2.0
1.192,0.0,238.78,5.0,7,3,2008,8,34,18.0
1.636,0.102,244.51,6.6,15,1,2008,23,10,18.0
0.726,0.082,238.97,3.2,22,1,2008,18,5,2.0
2.254,0.26,239.05,9.4,15,12,2008,19,34,2.0
0.5,0.182,240.3,2.4,7,10,2007,20,9,2.0
2.244,0.07,239.43,9.4,24,3,2007,17,40,17.0
0.394,0.206,243.77,1.8,18,9,2009,0,6,1.0
0.222,0.0,245.27,0.8,2,9,2008,3,9,0.0
2.97,0.278,240.54,12.6,20,5,2008,7,3,19.0
0.23,0.0,242.46,1.0,13,3,2007,12,19,0.0
0.366,0.194,242.87,1.6,19,3,2009,18,16,0.0
2.556,0.0,239.08,10.6,1,1,2007,13,21,0.0
0.274,0.0,244.65,1.0,15,4,2008,15,12,0.0
0.628,0.102,241.34,2.6,4,10,2007,17,53,2.0
0.214,0.084,240.81,1.0,7,12,2009,4,58,0.0
0.428,0.21,240.47,2.0,11,6,2010,3,4,2.0
1.36,0.0,244.71,5.4,18,2,2010,12,9,19.0
0.264,0.06,241.31,1.2,14,10,2010,2,42,0.0
0.428,0.0,242.74,2.0,12,3,2007,0,26,0.0
1.79,0.18,235.67,7.6,10,7,2007,11,31,18.0
2.29,0.306,241.15,9.6,10,9,2010,21,29,31.0
0.41,0.246,240.43,2.0,7,12,2008,14,3,0.0
1.512,0.0,241.42,6.2,13,12,2007,13,7,18.0
0.638,0.202,238.52,2.8,3,1,2010,22,5,3.0
1.506,0.21,243.97,6.2,31,1,2010,14,53,20.0
0.838,0.39,242.25,3.8,4,7,2009,19,50,1.0
1.314,0.0,240.16,5.4,26,1,2007,19,57,0.0
0.248,0.046,242.18,1.0,25,2,2010,5,3,1.0
0.364,0.096,239.45,1.6,23,2,2008,9,21,0.0
0.212,0.088,242.84,1.0,31,7,2009,15,6,1.0
0.228,0.0,242.71,1.0,4,5,2010,1,51,0.0
0.398,0.226,245.83,1.8,29,3,2008,1,2,1.0
2.744,0.196,237.0,11.6,11,10,2008,18,9,1.0
1.566,0.198,242.42,6.4,20,4,2010,7,30,20.0
0.224,0.0,244.19,1.0,1,8,2008,4,13,0.0
0.212,0.116,239.93,1.0,21,4,2007,3,31,0.0
1.478,0.068,242.97,6.0,12,2,2008,15,4,18.0
0.256,0.0,247.13,1.2,22,3,2007,2,57,0.0
0.288,0.258,242.31,1.6,30,8,2007,0,53,2.0
0.28,0.0,248.48,1.2,1,6,2009,6,10,0.0
0.306,0.094,245.46,1.2,4,1,2010,16,18,2.0
0.466,0.124,235.83,2.4,6,4,2008,16,59,4.0
0.312,0.0,249.22,1.2,18,12,2009,13,39,1.0
2.504,0.128,236.28,10.6,6,4,2008,15,4,38.0
1.946,0.078,239.6,8.0,5,6,2009,21,28,19.0
0.26,0.0,242.79,1.0,4,10,2009,2,25,1.0
3.92,0.232,236.78,16.6,17,1,2010,13,32,55.0
0.732,0.184,250.11,4.6,29,12,2006,2,15,2.0
0.518,0.1,240.95,2.2,10,7,2008,1,31,0.0
0.304,0.0,245.35,1.2,24,10,2008,16,0,1.0
0.346,0.082,239.93,1.6,25,5,2010,18,46,0.0
1.506,0.102,247.38,6.0,1,7,2010,23,16,20.0
0.292,0.0,242.8,1.2,5,9,2010,0,34,1.0
0.348,0.062,242.1,1.4,11,7,2008,3,25,2.0
0.268,0.094,246.18,1.2,18,9,2010,0,44,1.0
1.496,0.0,237.9,6.2,29,9,2007,7,32,17.0
1.512,0.092,245.19,6.2,18,3,2008,15,17,23.0
1.444,0.07,241.69,6.0,14,3,2009,10,3,20.0
0.082,0.0,241.84,0.2,24,8,2008,3,27,0.0
0.618,0.206,240.32,2.6,26,9,2007,17,10,5.0
0.168,0.0,241.19,1.0,24,8,2009,11,50,1.0
4.642,0.264,239.27,19.4,31,3,2008,8,3,18.0
3.148,0.0,233.45,13.4,1,7,2008,20,49,17.0
0.212,0.076,240.28,0.8,23,6,2009,19,3,0.0
0.382,0.0,238.44,1.6,21,9,2008,22,1,1.0
4.312,0.534,240.21,18.0,23,10,2009,15,23,60.0
5.566,0.114,242.18,23.0,25,3,2009,6,34,1.0
2.444,0.0,242.64,10.0,12,4,2008,7,16,19.0
2.072,0.054,242.24,9.0,23,12,2006,2,3,0.0
0.354,0.098,244.45,1.6,1,9,2008,15,53,1.0
3.834,0.0,246.44,15.6,1,7,2009,14,20,57.0
0.332,0.1,247.08,1.4,21,1,2009,2,31,0.0
1.348,0.048,242.72,5.4,25,1,2010,9,1,18.0
0.26,0.214,234.66,1.4,8,6,2007,5,9,0.0
1.468,0.406,238.67,6.2,25,6,2008,20,43,19.0
0.574,0.392,239.28,2.8,28,6,2009,17,33,1.0
0.156,0.0,241.11,0.6,8,12,2009,12,3,0.0
3.432,0.17,237.55,14.8,5,1,2010,12,22,39.0
5.116,0.086,235.79,21.6,24,10,2009,20,44,56.0
1.638,0.046,234.86,7.0,11,7,2008,22,16,18.0
2.532,0.146,237.3,11.2,21,6,2010,14,22,38.0
0.388,0.128,241.19,2.0,17,11,2009,5,13,3.0
1.276,0.0,229.45,5.4,28,5,2009,8,44,17.0
3.594,0.646,237.18,15.4,19,7,2008,11,30,44.0
2.028,0.09,238.17,8.4,30,12,2006,20,54,1.0
1.272,0.052,240.22,5.2,2,2,2009,9,17,18.0
2.1,0.068,234.22,9.0,21,2,2010,19,23,17.0
0.356,0.114,246.27,1.6,28,2,2009,4,7,0.0
0.468,0.19,246.8,2.0,1,5,2009,5,28,0.0
0.344,0.12,247.83,1.4,4,9,2010,14,18,0.0
1.288,0.0,240.68,5.2,13,2,2008,8,45,18.0
0.378,0.25,241.54,1.8,7,9,2009,0,56,2.0
3.89,0.192,236.32,16.4,17,7,2008,14,12,11.0
0.234,0.0,243.16,1.0,29,5,2009,3,47,1.0
0.584,0.108,236.24,2.4,27,4,2007,17,22,0.0
0.374,0.13,243.12,1.6,17,5,2009,5,56,1.0
0.314,0.114,247.46,1.4,2,2,2009,14,29,0.0
2.64,0.048,241.54,11.0,24,3,2008,19,45,19.0
1.274,0.046,238.77,5.2,11,12,2007,12,49,18.0
0.494,0.262,241.88,2.2,15,4,2009,11,43,2.0
1.406,0.116,232.47,6.0,8,7,2007,16,5,17.0
1.324,0.0,240.09,5.4,2,10,2007,9,43,0.0
2.948,0.228,240.37,12.2,2,7,2009,21,35,17.0
0.4,0.254,246.71,1.8,12,12,2007,15,47,2.0
0.146,0.0,241.59,0.6,9,11,2007,1,17,0.0
0.208,0.076,240.31,0.8,25,6,2009,18,44,1.0
3.542,0.152,235.56,15.0,31,1,2007,19,18,17.0
2.296,0.054,238.97,9.6,2,10,2008,10,11,17.0
2.134,0.416,241.45,9.0,22,10,2010,16,27,30.0
1.35,0.0,241.78,5.6,31,3,2009,15,59,18.0
0.168,0.1,240.61,0.8,13,6,2007,13,55,0.0
0.306,0.0,245.11,1.2,23,12,2007,15,54,1.0
0.552,0.386,241.64,2.8,26,6,2007,19,48,0.0
1.522,0.232,246.6,6.2,2,2,2010,13,59,19.0
1.654,0.208,241.5,7.2,9,3,2010,7,27,1.0
0.876,0.0,238.01,3.8,29,6,2008,0,20,1.0
1.134,0.284,241.32,4.8,7,10,2008,18,16,0.0
1.31,0.114,240.68,5.4,19,9,2008,18,12,21.0
0.27,0.096,234.69,1.2,5,4,2007,13,37,1.0
0.916,0.08,242.25,3.8,11,7,2009,16,37,1.0
0.308,0.096,240.55,1.4,11,9,2007,3,0,2.0
0.616,0.102,239.87,2.6,3,3,2008,20,26,0.0
1.832,0.186,243.66,7.4,1,3,2009,20,57,20.0
1.77,0.196,242.67,7.2,25,1,2010,23,9,19.0
0.284,0.196,235.15,1.4,21,7,2007,5,33,1.0
0.616,0.072,241.08,2.6,18,11,2010,16,46,0.0
0.226,0.098,239.04,1.0,28,6,2007,16,17,0.0
8.362,0.056,233.07,36.0,23,11,2008,20,40,80.0
0.942,0.604,241.42,4.6,25,5,2008,19,10,2.0
2.75,0.0,235.39,11.6,17,11,2008,8,4,17.0
2.334,0.202,242.58,9.6,14,11,2007,22,23,18.0
1.476,0.212,233.44,6.4,8,4,2007,11,33,17.0
0.156,0.0,240.85,0.6,19,7,2010,12,57,1.0
0.272,0.11,241.67,1.2,30,8,2010,4,12,0.0
1.366,0.0,239.08,5.6,13,4,2009,8,5,18.0
0.256,0.152,242.54,1.2,8,1,2008,23,38,2.0
2.24,0.0,244.74,9.0,12,10,2008,15,57,18.0
1.862,0.212,239.22,7.8,6,1,2009,11,31,18.0
0.516,0.058,244.36,2.2,19,4,2008,13,38,1.0
1.254,0.232,241.53,5.6,21,6,2010,20,21,10.0
1.352,0.0,246.09,5.4,2,8,2009,13,19,18.0
5.68,0.134,232.03,24.4,13,10,2007,19,26,53.0
2.294,0.216,237.79,9.6,27,1,2010,7,59,19.0
1.294,0.06,242.02,5.2,28,11,2008,9,50,18.0
0.234,0.0,239.31,1.0,21,6,2009,1,58,1.0
0.566,0.332,239.31,2.8,5,8,2008,7,54,2.0
4.062,0.854,232.57,18.0,20,5,2007,18,27,37.0
0.354,0.084,245.28,1.6,11,3,2010,14,41,0.0
1.466,0.062,243.03,6.0,24,12,2008,17,54,18.0
0.268,0.108,240.83,1.2,7,8,2008,16,47,1.0
1.382,0.086,238.33,5.8,9,4,2008,10,32,18.0
1.152,0.086,238.76,4.8,30,6,2007,22,1,0.0
0.602,0.08,239.18,2.6,17,9,2008,19,45,1.0
2.38,0.354,242.48,9.8,15,1,2010,9,33,19.0
0.226,0.0,240.87,1.0,31,10,2007,4,26,0.0
1.404,0.094,242.9,5.8,16,3,2009,10,45,18.0
0.406,0.0,246.43,2.0,23,1,2007,2,6,0.0
2.138,0.166,243.2,9.0,25,3,2007,16,47,25.0
0.3,0.14,241.9,1.4,7,8,2008,17,40,1.0
0.71,0.346,239.94,4.0,23,6,2008,18,31,0.0
0.24,0.0,241.55,1.0,14,4,2010,6,15,1.0
1.592,0.082,238.88,6.6,22,3,2008,11,4,17.0
0.312,0.108,243.79,1.6,24,8,2010,20,23,0.0
0.34,0.0,241.56,1.6,21,3,2010,17,3,1.0
0.292,0.104,243.28,1.2,11,4,2007,3,9,1.0
0.224,0.0,243.08,1.0,13,12,2007,1,55,0.0
1.318,0.142,225.58,5.8,28,5,2009,11,0,16.0
1.762,0.29,239.53,7.4,14,11,2009,10,41,19.0
1.354,0.0,240.33,5.6,20,5,2010,12,22,18.0
0.334,0.134,245.64,1.4,27,10,2009,2,34,1.0
0.218,0.122,237.29,1.0,28,7,2007,2,25,0.0
1.412,0.188,234.47,6.0,21,7,2007,19,37,17.0
1.446,0.106,242.83,5.8,4,9,2008,0,6,19.0
2.056,0.232,236.73,9.2,7,2,2008,7,1,18.0
0.396,0.214,234.59,2.2,8,5,2007,7,16,0.0
0.212,0.046,243.58,0.8,1,3,2009,1,41,0.0
0.386,0.078,240.27,1.6,20,10,2008,6,20,2.0
2.558,0.138,238.96,10.8,24,3,2007,17,16,18.0
1.386,0.238,239.71,5.8,8,10,2009,18,19,19.0
1.718,0.12,237.42,7.2,24,3,2007,9,50,17.0
1.124,0.142,242.96,4.8,4,8,2008,21,35,2.0
1.444,0.15,237.7,6.0,10,1,2010,3,42,18.0
0.204,0.094,235.71,1.0,27,4,2007,3,15,0.0
0.572,0.212,243.31,2.4,20,5,2009,0,30,2.0
0.306,0.06,241.32,1.4,28,5,2010,19,55,1.0
0.808,0.098,241.4,3.4,3,9,2010,18,5,0.0
1.858,0.0,240.86,7.6,2,10,2010,18,33,1.0
1.798,0.0,245.92,8.2,29,12,2006,0,46,0.0
0.436,0.246,246.2,2.0,30,1,2010,2,36,2.0
0.27,0.1,241.64,1.2,16,7,2008,16,30,1.0
0.576,0.092,241.7,2.4,3,3,2008,12,3,1.0
0.416,0.14,241.8,1.8,27,4,2009,13,23,1.0
1.654,0.32,240.8,7.0,16,3,2008,14,49,19.0
0.318,0.082,243.99,1.2,2,10,2008,0,54,0.0
1.296,0.082,241.88,5.4,9,5,2010,11,4,18.0
1.552,0.118,238.88,6.4,9,3,2010,12,57,18.0
1.694,0.052,239.42,7.0,5,12,2010,10,4,18.0
2.034,0.126,238.43,8.4,3,8,2008,21,58,0.0
1.506,0.0,241.73,6.2,25,12,2007,0,22,0.0
0.252,0.0,244.3,1.0,5,1,2008,8,20,0.0
0.302,0.07,246.96,1.2,25,3,2008,2,59,0.0
0.396,0.096,239.82,1.6,22,3,2008,9,39,2.0
